kingdom,phylum,class,order,family,genus,species,scientificName,decimalLatitude,decimalLongitude,eventDate,month,year
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Teucrium,Teucrium flavum,Teucrium flavum L.,36.769272,5.106895,2025-06-19,June,2025
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Actitis,Actitis hypoleucos,"Actitis hypoleucos (Linnaeus, 1758)",36.713746,2.844996,2025-03-13,March,2025
Animalia,Arthropoda,Arachnida,Ixodida,Ixodidae,Hyalomma,Hyalomma marginatum,"Hyalomma marginatum C.L.Koch, 1844",35.842135,1.267645,2025-05-23,May,2025
Animalia,Chordata,Aves,Charadriiformes,Laridae,Ichthyaetus,Ichthyaetus melanocephalus,"Ichthyaetus melanocephalus (Temminck, 1820)",36.751526,5.055684,2025-01-10,January,2025
Animalia,Arthropoda,Insecta,Hemiptera,Stenocephalidae,Dicranocephalus,Dicranocephalus agilis,"Dicranocephalus agilis (Scopoli, 1763)",35.678201,0.480083,2025-08-22,August,2025
Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Anacridium,Anacridium aegyptium,"Anacridium aegyptium (Linnaeus, 1764)",36.726106,5.033856,2025-08-24,August,2025
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Cytisus,Cytisus villosus,Cytisus villosus Pourr.,36.791016,5.672038,2025-06-18,June,2025
Animalia,Chordata,Aves,Columbiformes,Columbidae,Streptopelia,Streptopelia decaocto,"Streptopelia decaocto (Frivaldszky, 1838)",35.305812,-0.093992,2025-07-12,July,2025
Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Narcissus,Narcissus tazetta,Narcissus tazetta L.,36.45287,6.676161,2025-03-11,March,2025
Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,Larus michahellis,"Larus michahellis J.F.Naumann, 1840",36.342749,6.605685,2025-02-05,February,2025
Animalia,Chordata,Aves,Passeriformes,Fringillidae,Fringilla,Fringilla spodiogenys,"Fringilla spodiogenys Bonaparte, 1841",36.324994,4.928728,2025-04-10,April,2025
Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Sherardia,Sherardia arvensis,Sherardia arvensis L.,36.459273,5.993806,2025-04-15,April,2025
Animalia,Arthropoda,Insecta,Coleoptera,Buprestidae,Acmaeodera,Acmaeodera degener,"Acmaeodera octodecimguttata (Piller & Mitterpacher, 1783)",36.324994,4.928728,2025-04-29,April,2025
Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos,Tripos longipes,Tripos longipes (J.W.Bailey) F.Gómez,36.949191,7.70671,2025-09-01,September,2025
Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Plegadis,Plegadis falcinellus,"Plegadis falcinellus (Linnaeus, 1766)",36.764699,3.339328,2025-10-04,October,2025
Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus merula,"Turdus merula Linnaeus, 1758",35.305812,-0.093992,2025-06-26,June,2025
Animalia,Chordata,Aves,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus barbatus,"Pycnonotus barbatus (Desfontaines, 1789)",35.305812,-0.093992,2025-08-19,August,2025
Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Bubulcus,Bubulcus ibis,"Ardea ibis Linnaeus, 1758",35.305812,-0.093992,2025-09-10,September,2025
Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,Plodia,Plodia interpunctella,"Plodia interpunctella (Hübner, 1813)",36.697903,5.131936,2025-08-24,August,2025
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Trifolium campestre,Trifolium campestre Schreb.,36.699914,4.046585,2025-04-15,April,2025
Animalia,Chordata,Aves,Charadriiformes,Laridae,Chroicocephalus,Chroicocephalus ridibundus,"Chroicocephalus ridibundus (Linnaeus, 1766)",36.751526,5.055684,2025-02-14,February,2025
Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Delichon,Delichon urbicum,"Delichon urbicum (Linnaeus, 1758)",35.305812,-0.093992,2025-07-01,July,2025
Animalia,Arthropoda,Insecta,Hemiptera,Pyrrhocoridae,Pyrrhocoris,Pyrrhocoris apterus,"Pyrrhocoris apterus (Linnaeus, 1758)",36.338958,4.466863,2025-03-23,March,2025
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Cakile,Cakile maritima,Cakile maritima Scop.,36.716715,5.08085,2025-01-04,January,2025
Animalia,Mollusca,Gastropoda,Stylommatophora,Achatinidae,Rumina,Rumina decollata,"Rumina decollata (Linnaeus, 1758)",36.586723,6.343968,2025-03-17,March,2025
Animalia,Chordata,Aves,Passeriformes,Fringillidae,Fringilla,Fringilla spodiogenys,"Fringilla spodiogenys Bonaparte, 1841",36.324994,4.928728,2025-02-28,February,2025
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circus,Circus aeruginosus,"Circus aeruginosus (Linnaeus, 1758)",35.715603,2.808711,2025-01-24,January,2025
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Linaceae,Linum,Linum decumbens,Linum decumbens Desf.,36.243496,6.533426,2025-03-19,March,2025
Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Anthidium,Anthidium florentinum,"Anthidium florentinum (Fabricius, 1775)",36.692712,3.054267,2025-05-29,May,2025
Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Coccinella,Coccinella septempunctata,"Coccinella septempunctata Linnaeus, 1758",36.799069,5.168682,2025-04-04,April,2025
Animalia,Arthropoda,Insecta,Lepidoptera,Zygaenidae,Zygaena,Zygaena algira,"Zygaena algira Boisduval, 1834",36.660504,4.614048,2025-06-01,June,2025
Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Lampides,Lampides boeticus,"Lampides boeticus (Linnaeus, 1767)",36.660504,4.614048,2025-06-01,June,2025
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Gyps,Gyps fulvus,"Gyps fulvus (Hablizl, 1783)",36.269165,4.846564,2025-04-19,April,2025
Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Agapanthia,Agapanthia annularis,"Agapanthia annularis (Olivier, 1795)",35.516973,6.504678,2025-05-01,May,2025
Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Anthrenus,Anthrenus isabellinus,"Anthrenus isabellinus Küster, 1848",36.718582,5.030505,2025-05-29,May,2025
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Ononis,Ononis reclinata,Ononis reclinata L.,36.309452,6.571908,2025-05-26,May,2025
Animalia,Chordata,Aves,Passeriformes,Emberizidae,Emberiza,Emberiza schoeniclus,"Emberiza schoeniclus (Linnaeus, 1758)",36.771716,3.335114,2025-01-31,January,2025
Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,Falco tinnunculus,"Falco tinnunculus Linnaeus, 1758",36.352863,6.263784,2025-02-04,February,2025
Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Muscicapa,Muscicapa striata,"Muscicapa striata (Pallas, 1764)",36.721148,2.997545,2025-09-19,September,2025
Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Neotinea,Neotinea lactea,"Neotinea lactea (Poir.) R.M.Bateman, Pridgeon & M.W.Chase",36.587242,6.653169,2025-03-20,March,2025
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circus,Circus aeruginosus,"Circus aeruginosus (Linnaeus, 1758)",36.150887,5.124907,2025-02-14,February,2025
Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Monticola,Monticola solitarius,"Monticola solitarius (Linnaeus, 1758)",36.463162,4.189779,2025-07-26,July,2025
Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Convolvulus,Convolvulus althaeoides,Convolvulus althaeoides L.,36.579304,4.658842,2025-03-27,March,2025
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Hieraaetus,Hieraaetus pennatus,"Hieraaetus pennatus (Gmelin, 1788)",36.725055,2.991482,2025-05-16,May,2025
Animalia,Chordata,Aves,Passeriformes,Alaudidae,Galerida,Galerida theklae,"Galerida theklae A.E.Brehm, 1857",35.256506,-1.556503,2025-05-09,May,2025
Animalia,Arthropoda,Insecta,Hymenoptera,Eumenidae,Polistes,Polistes austroccidentalis,"Polistes austroccidentalis van Achterberg & Neumeyer, 2017",36.768845,5.098917,2025-06-19,June,2025
Animalia,Chordata,Aves,Charadriiformes,Recurvirostridae,Himantopus,Himantopus himantopus,"Himantopus himantopus (Linnaeus, 1758)",36.131948,4.67375,2025-08-09,August,2025
Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,Columba palumbus,"Columba palumbus Linnaeus, 1758",36.748841,2.97005,2025-07-08,July,2025
Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Ciconia,Ciconia ciconia,"Ciconia ciconia ciconia (Linnaeus, 1758)",35.305812,-0.093992,2025-06-12,June,2025
Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Ciconia,Ciconia ciconia,"Ciconia ciconia (Linnaeus, 1758)",36.073993,4.763027,2025-04-19,April,2025
Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Bupleurum,Bupleurum gibraltaricum,Bupleurum gibraltaricum Lam.,35.28455,-0.78583,2025-03-02,March,2025
Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Luscinia,Luscinia svecica,"Luscinia svecica (Linnaeus, 1758)",35.717274,2.808709,2025-01-24,January,2025
Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Sedum,Sedum dasyphyllum,Sedum dasyphyllum L.,36.29323,6.661098,2025-04-25,April,2025
Animalia,Chordata,Aves,Passeriformes,Sylviidae,Sylvia,Sylvia borin,"Sylvia borin (Boddaert, 1783)",36.459284,3.017708,2025-04-25,April,2025
Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Juniperus,Juniperus communis,Juniperus communis L.,36.46817,4.180735,2025-07-29,July,2025
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Sulla,Sulla coronaria,Sulla coronaria (L.) B.H.Choi & H.Ohashi,36.71076,2.957553,2025-04-22,April,2025
Animalia,Arthropoda,Malacostraca,Isopoda,Armadillidiidae,Armadillidium,Armadillidium granulatum,"Armadillidium granulatum Brandt, 1833",35.706088,-0.649521,2025-01-29,January,2025
Animalia,Chordata,Aves,Charadriiformes,Laridae,Thalasseus,Thalasseus sandvicensis,"Thalasseus sandvicensis (Latham, 1787)",36.805081,2.893922,2025-10-17,October,2025
Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus merula,"Turdus merula Linnaeus, 1758",36.324994,4.928728,2025-03-22,March,2025
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Buglossoides,Buglossoides arvensis,Buglossoides arvensis (L.) I.M.Johnst.,35.281859,-0.806331,2025-03-27,March,2025
Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Eyprepocnemis,Eyprepocnemis plorans,"Eyprepocnemis plorans (Charpentier, 1825)",35.305812,-0.093992,2025-09-26,September,2025
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus terrestris,"Bombus terrestris (Linnaeus, 1758)",36.676915,4.783874,2025-04-02,April,2025
Animalia,Arthropoda,Insecta,Hymenoptera,Eumenidae,Euodynerus,Euodynerus variegatus,"Euodynerus variegatus (Fabricius, 1793)",35.507746,-1.218048,2025-08-22,August,2025
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Limosa,Limosa lapponica,"Limosa lapponica (Linnaeus, 1758)",35.296924,-1.471173,2025-09-30,September,2025
Animalia,Chordata,Aves,Coraciiformes,Meropidae,Merops,Merops apiaster,"Merops apiaster Linnaeus, 1758",35.305812,-0.093992,2025-07-22,July,2025
Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Muscicapa,Muscicapa striata,"Muscicapa striata (Pallas, 1764)",36.085796,4.457368,2025-05-01,May,2025
Animalia,Mollusca,Gastropoda,Stylommatophora,Helicidae,Cornu,Cornu aspersum,"Cornu aspersum (O.F.Müller, 1774)",36.699831,4.048903,2025-05-11,May,2025
Animalia,Chordata,Aves,Coraciiformes,Coraciidae,Coracias,Coracias garrulus,"Coracias garrulus Linnaeus, 1758",36.129249,5.077551,2025-06-05,June,2025
Animalia,Chordata,Aves,Passeriformes,Acrocephalidae,Iduna,Iduna opaca,"Iduna opaca (Cabanis, 1850)",35.305812,-0.093992,2025-06-12,June,2025
Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Orchis,Orchis laeta,Orchis laeta Steinh.,36.586435,6.767472,2025-03-20,March,2025
Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Convolvulus,Convolvulus sabatius,Convolvulus sabatius Viv.,36.243729,6.53328,2025-05-28,May,2025
Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Podiceps,Podiceps nigricollis,"Podiceps nigricollis C.L.Brehm, 1831",35.293588,-1.469669,2025-09-30,September,2025
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circus,Circus aeruginosus,"Circus aeruginosus (Linnaeus, 1758)",36.131948,4.67375,2025-01-08,January,2025
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Coronilla,Coronilla scorpioides,Coronilla scorpioides (L.) W.D.J.Koch,34.521582,2.960904,2025-06-04,June,2025
Animalia,Chordata,Aves,Passeriformes,Sylviidae,Curruca,Curruca melanocephala,"Curruca melanocephala (J.F.Gmelin, 1789)",36.720734,2.99769,2025-10-03,October,2025
Animalia,Arthropoda,Insecta,Hemiptera,Reduviidae,Rhynocoris,Rhynocoris erythropus,"Rhynocoris erythropus (Linnaeus, 1767)",35.43967,6.252352,2025-05-30,May,2025
Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Orthetrum,Orthetrum chrysostigma,"Orthetrum chrysostigma (Burmeister, 1839)",36.747898,2.972496,2025-08-27,August,2025
Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Glaucopsyche,Glaucopsyche melanops,"Glaucopsyche melanops (Boisduval, 1829)",36.660504,4.614048,2025-04-02,April,2025
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Pararge,Pararge aegeria,"Pararge aegeria (Linnaeus, 1758)",36.660504,4.614048,2025-06-01,June,2025
Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,Plodia,Plodia interpunctella,"Plodia interpunctella (Hübner, 1813)",35.795331,7.393117,2025-07-16,July,2025
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Trifolium stellatum,Trifolium stellatum L.,36.396549,6.657406,2025-04-24,April,2025
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Gyps,Gyps fulvus,"Gyps fulvus (Hablizl, 1783)",36.269165,4.846564,2025-08-09,August,2025
Animalia,Chordata,Aves,Galliformes,Phasianidae,Alectoris,Alectoris barbara,"Alectoris barbara (Bonnaterre, 1790)",35.305812,-0.093992,2025-08-15,August,2025
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,Senecio vulgaris,Senecio vulgaris L.,36.228701,6.657013,2025-03-20,March,2025
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Sisymbrium,Sisymbrium irio,Sisymbrium irio L.,36.338981,4.466748,2025-03-24,March,2025
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Biscutella,Biscutella didyma,Biscutella didyma L.,36.310603,4.490016,2025-04-21,April,2025
Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Lampides,Lampides boeticus,"Lampides boeticus (Linnaeus, 1767)",35.67334,0.474404,2025-04-19,April,2025
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Calicotome,Calicotome spinosa,Calicotome spinosa (L.) Link,36.486246,4.258428,2025-07-17,July,2025
Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Muscicapa,Muscicapa striata,"Muscicapa striata (Pallas, 1764)",35.305812,-0.093992,2025-07-24,July,2025
Animalia,Chordata,Mammalia,Macroscelidea,Macroscelididae,Elephantulus,Elephantulus rozeti,"Petrosaltator rozeti (Duvernoy, 1833)",36.085796,4.457368,2025-04-25,April,2025
Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Oenanthe,Oenanthe leucura,"Oenanthe leucura (Gmelin, 1789)",35.321194,-0.050711,2025-02-24,February,2025
Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Aiolopus,Aiolopus puissanti,"Aiolopus puissanti Defaut, 2005",36.74789,2.972091,2025-08-27,August,2025
Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Allium,Allium ebusitanum,Allium ebusitanum Font Quer,36.50725,4.393741,2025-07-12,July,2025
Animalia,Chordata,Aves,Passeriformes,Phylloscopidae,Phylloscopus,Phylloscopus ibericus,"Phylloscopus ibericus Ticehurst, 1937",36.463162,4.189779,2025-07-31,July,2025
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Silene,Silene muscipula,Silene muscipula L.,36.704862,4.022089,2025-06-30,June,2025
Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Hirundo,Hirundo rustica,"Hirundo rustica Linnaeus, 1758",36.748425,2.968433,2025-09-16,September,2025
Animalia,Chordata,Aves,Pteroclidiformes,Pteroclididae,Pterocles,Pterocles orientalis,"Pterocles orientalis (Linnaeus, 1758)",36.064207,4.624841,2025-02-15,February,2025
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Nymphalis,Nymphalis polychloros,"Nymphalis polychloros (Linnaeus, 1758)",36.630436,4.624458,2025-04-18,April,2025
Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,Aythya ferina,"Aythya ferina (Linnaeus, 1758)",36.131948,4.67375,2025-01-21,January,2025
Animalia,Chordata,Aves,Passeriformes,Fringillidae,Loxia,Loxia curvirostra,"Loxia curvirostra Linnaeus, 1758",36.324994,4.928728,2025-04-10,April,2025
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Resedaceae,Reseda,Reseda phyteuma,Reseda phyteuma L.,34.651627,3.067895,2025-05-31,May,2025
Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,Ardea cinerea,"Ardea cinerea Linnaeus, 1758",36.219564,6.306912,2025-02-06,February,2025
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Resedaceae,Reseda,Reseda phyteuma,Reseda phyteuma L.,34.701454,3.185412,2025-04-26,April,2025
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Verbascum,Verbascum sinuatum,Verbascum sinuatum L.,35.265047,-0.769294,2025-03-02,March,2025
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Xanthium,Xanthium strumarium,Xanthium strumarium L.,36.471913,6.783498,2025-09-16,September,2025
Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Ophrys,Ophrys lutea,Ophrys lutea Cav.,36.292694,4.662618,2025-04-04,April,2025
Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,Falco peregrinus,"Falco peregrinus pelegrinoides Temminck, 1829",36.269165,4.846564,2025-02-15,February,2025
Animalia,Mollusca,Gastropoda,Stylommatophora,Achatinidae,Rumina,Rumina decollata,"Rumina decollata (Linnaeus, 1758)",36.186303,6.238756,2025-02-05,February,2025
Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Convolvulus,Convolvulus althaeoides,Convolvulus althaeoides L.,35.280263,-0.770471,2025-03-02,March,2025
Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,Ardea purpurea,"Ardea purpurea Linnaeus, 1766",36.638984,2.767682,2025-09-19,September,2025
Animalia,Chordata,Aves,Coraciiformes,Coraciidae,Coracias,Coracias garrulus,"Coracias garrulus Linnaeus, 1758",36.129249,5.077551,2025-06-03,June,2025
Animalia,Chordata,Aves,Columbiformes,Columbidae,Streptopelia,Streptopelia decaocto,"Streptopelia decaocto (Frivaldszky, 1838)",35.305812,-0.093992,2025-07-27,July,2025
Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Rhodanthidium,Rhodanthidium sticticum,"Rhodanthidium sticticum (Fabricius, 1787)",36.338968,4.465822,2025-04-19,April,2025
Animalia,Chordata,Aves,Charadriiformes,Laridae,Chroicocephalus,Chroicocephalus ridibundus,"Chroicocephalus ridibundus (Linnaeus, 1766)",34.51122,-1.245508,2025-09-27,September,2025
Animalia,Arthropoda,Insecta,Diptera,Bombyliidae,Anthrax,Anthrax anthrax,"Anthrax anthrax (Schrank, 1781)",36.463162,4.189779,2025-06-20,June,2025
Animalia,Chordata,Aves,Charadriiformes,Laridae,Thalasseus,Thalasseus sandvicensis,"Thalasseus sandvicensis (Latham, 1787)",35.920795,0.053413,2025-01-07,January,2025
Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Bubulcus,Bubulcus ibis,"Ardea ibis Linnaeus, 1758",35.023749,-1.329431,2025-09-17,September,2025
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Echinops,Echinops strigosus,Echinops strigosus L.,35.305812,-0.093992,2025-07-09,July,2025
Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Azanus,Azanus jesous,"Azanus jesous (Guérin-Méneville, 1847)",35.687337,0.477231,2025-10-10,October,2025
Animalia,Chordata,Aves,Anseriformes,Anatidae,Mareca,Mareca strepera,"Mareca strepera (Linnaeus, 1758)",36.771716,3.335114,2025-01-31,January,2025
Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,Larus fuscus,"Larus fuscus Linnaeus, 1758",36.751526,5.055684,2025-01-10,January,2025
Animalia,Chordata,Aves,Gruiformes,Rallidae,Fulica,Fulica atra,"Fulica atra Linnaeus, 1758",34.509035,-1.253851,2025-09-27,September,2025
Animalia,Chordata,Aves,Apodiformes,Apodidae,Tachymarptis,Tachymarptis melba,"Tachymarptis melba (Linnaeus, 1758)",36.725188,2.991436,2025-09-13,September,2025
Animalia,Chordata,Aves,Passeriformes,Cettiidae,Cettia,Cettia cetti,"Cettia cetti (Temminck, 1820)",35.305812,-0.093992,2025-09-02,September,2025
Animalia,Mollusca,Gastropoda,Trochida,Turbinidae,Bolma,Bolma rugosa,"Bolma rugosa (Linnaeus, 1767)",36.794607,3.054776,2025-05-29,May,2025
Animalia,Arthropoda,Insecta,Hemiptera,Scutelleridae,Psacasta,Psacasta exanthematica,"Psacasta exanthematica cerinthe (Fabricius, 1787)",36.74759,2.96959,2025-06-03,June,2025
Animalia,Arthropoda,Insecta,Lepidoptera,Sesiidae,Microsphecia,Microsphecia tineiformis,"Microsphecia tineiformis (Esper, 1789)",36.064207,4.624841,2025-06-25,June,2025
Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,Larus fuscus,"Larus fuscus Linnaeus, 1758",36.777564,3.074935,2025-01-29,January,2025
Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Aiolopus,Aiolopus puissanti,"Aiolopus puissanti Defaut, 2005",36.747493,2.96965,2025-07-03,July,2025
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Echium,Echium parviflorum,Echium parviflorum Moench,36.233158,6.529881,2025-05-02,May,2025
Animalia,Arthropoda,Insecta,Zygentoma,Lepismatidae,Lepisma,Lepisma saccharinum,"Lepisma saccharinum Linnaeus, 1758",36.746669,2.958583,2025-02-20,February,2025
Animalia,Chordata,Amphibia,Anura,Ranidae,Pelophylax,Pelophylax saharicus,"Pelophylax saharicus (Boulenger, 1913)",36.728157,4.446426,2025-07-01,July,2025
Animalia,Chordata,Aves,Apodiformes,Apodidae,Tachymarptis,Tachymarptis melba,"Tachymarptis melba (Linnaeus, 1758)",36.72526,2.992021,2025-06-27,June,2025
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lepidium,Lepidium draba,Lepidium draba L.,35.284279,-0.803903,2025-03-27,March,2025
Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Galium,Galium verrucosum,Galium verrucosum var. verrucosum,35.268991,-0.793824,2025-03-17,March,2025
